Format Version,1.21,Take Name,evo_flight_11,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2018-07-20 10.57.49 AM,Total Frames in Take,14678,Total Exported Frames,14678,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body
,,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom,bebop2_tom
,,"8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731","8392B20CF49E35731"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position
Frame,Time,X,Y,Z,W,X,Y,Z
244,2.033333,-0.004256,-0.698481,-0.005356,-0.715596,-0.663194,0.062906,-0.517975
245,2.041667,-0.004946,-0.698419,-0.005134,-0.715654,-0.663238,0.062868,-0.517961
246,2.050000,-0.002120,-0.698484,-0.004001,-0.715611,-0.663181,0.062588,-0.518076
247,2.058333,-0.004923,-0.698497,-0.004911,-0.715580,-0.663206,0.062900,-0.518001
248,2.066667,-0.004636,-0.698465,-0.005123,-0.715611,-0.663233,0.062797,-0.518029
249,2.075000,-0.005083,-0.698447,-0.005275,-0.715624,-0.663224,0.062933,-0.517936
250,2.083333,-0.004467,-0.698417,-0.005121,-0.715658,-0.663229,0.062837,-0.517978
251,2.091667,-0.004732,-0.698439,-0.005117,-0.715635,-0.663187,0.062922,-0.517991
252,2.100000,-0.004424,-0.698529,-0.004863,-0.715551,-0.663231,0.062850,-0.518022
253,2.108333,-0.004755,-0.698540,-0.004853,-0.715539,-0.663175,0.062943,-0.517974
254,2.116667,-0.004201,-0.698447,-0.005120,-0.715631,-0.663219,0.062851,-0.518000
255,2.125000,-0.004580,-0.698389,-0.005223,-0.715685,-0.663206,0.062901,-0.517959
256,2.133333,-0.004854,-0.698455,-0.005109,-0.715619,-0.663211,0.062921,-0.517964
257,2.141667,-0.004554,-0.698339,-0.005258,-0.715734,-0.663211,0.062911,-0.518011
258,2.150000,-0.004820,-0.698455,-0.004985,-0.715620,-0.663170,0.062914,-0.517970
259,2.158333,-0.004538,-0.698455,-0.004923,-0.715623,-0.663235,0.062916,-0.517981
260,2.166667,-0.004115,-0.698388,-0.005259,-0.715688,-0.663232,0.062891,-0.517940
261,2.175000,-0.004578,-0.698485,-0.005345,-0.715590,-0.663227,0.062938,-0.517969
262,2.183333,-0.004145,-0.698374,-0.005503,-0.715700,-0.663233,0.062829,-0.518029
263,2.191667,-0.004962,-0.698423,-0.005400,-0.715647,-0.663197,0.062900,-0.518006
264,2.200000,-0.004656,-0.698372,-0.005254,-0.715701,-0.663197,0.062963,-0.517939
265,2.208333,-0.004847,-0.698382,-0.005274,-0.715689,-0.663234,0.062883,-0.518007
266,2.216667,-0.004343,-0.698501,-0.005080,-0.715578,-0.663217,0.062900,-0.517933
267,2.225000,-0.004697,-0.698586,-0.004912,-0.715494,-0.663251,0.062818,-0.518010
268,2.233333,-0.004775,-0.698441,-0.005279,-0.715632,-0.663216,0.062917,-0.517999
269,2.241667,-0.004232,-0.698407,-0.005307,-0.715669,-0.663229,0.062845,-0.518009
270,2.250000,-0.004114,-0.698418,-0.005372,-0.715658,-0.663238,0.062877,-0.517997
271,2.258333,-0.004514,-0.698368,-0.005404,-0.715704,-0.663224,0.062882,-0.517990
272,2.266667,-0.004736,-0.698413,-0.005064,-0.715662,-0.663184,0.062915,-0.517990
273,2.275000,-0.004383,-0.698564,-0.004936,-0.715518,-0.663230,0.062873,-0.517959
274,2.283333,-0.004630,-0.698315,-0.005309,-0.715756,-0.663225,0.062886,-0.517968
275,2.291667,-0.004747,-0.698426,-0.004974,-0.715649,-0.663200,0.062912,-0.517975
276,2.300000,-0.004705,-0.698453,-0.005397,-0.715620,-0.663205,0.062940,-0.517996
277,2.308333,-0.004092,-0.698432,-0.005399,-0.715644,-0.663247,0.062859,-0.518002
278,2.316667,-0.004540,-0.698518,-0.005271,-0.715558,-0.663226,0.062902,-0.517987
279,2.325000,-0.004333,-0.698349,-0.005416,-0.715724,-0.663212,0.062909,-0.517998
280,2.333333,-0.004831,-0.698548,-0.004832,-0.715531,-0.663238,0.062902,-0.517959
281,2.341667,-0.004739,-0.698529,-0.004896,-0.715549,-0.663266,0.062903,-0.518013
282,2.350000,-0.004330,-0.698358,-0.005379,-0.715715,-0.663234,0.062871,-0.518024
283,2.358333,-0.004937,-0.698469,-0.005050,-0.715605,-0.663239,0.062918,-0.517988
284,2.366667,-0.004578,-0.698491,-0.005034,-0.715586,-0.663221,0.062881,-0.517994
285,2.375000,-0.004535,-0.698550,-0.005074,-0.715528,-0.663188,0.062943,-0.517998
286,2.383333,-0.004876,-0.698393,-0.005351,-0.715678,-0.663195,0.062907,-0.518023
287,2.391667,-0.004524,-0.698502,-0.005157,-0.715575,-0.663206,0.062893,-0.518003
288,2.400000,-0.005084,-0.698623,-0.005290,-0.715452,-0.663242,0.062913,-0.518015
289,2.408333,-0.004387,-0.698371,-0.005402,-0.715703,-0.663173,0.062895,-0.517988
290,2.416667,-0.004802,-0.698514,-0.005374,-0.715560,-0.663203,0.062912,-0.517988
291,2.425000,-0.004793,-0.698386,-0.005386,-0.715685,-0.663206,0.062917,-0.517972
292,2.433333,-0.004625,-0.698472,-0.005080,-0.715605,-0.663153,0.062946,-0.517972
293,2.441667,-0.004527,-0.698454,-0.005467,-0.715620,-0.663215,0.062884,-0.517995
294,2.450000,-0.004460,-0.698397,-0.005320,-0.715677,-0.663229,0.062912,-0.518037
295,2.458333,-0.004984,-0.698465,-0.005022,-0.715609,-0.663199,0.062929,-0.517977
296,2.466667,-0.004834,-0.698358,-0.005232,-0.715713,-0.663207,0.062936,-0.517973
297,2.475000,-0.005051,-0.698362,-0.005350,-0.715707,-0.663211,0.062945,-0.517948
298,2.483333,-0.004393,-0.698592,-0.005062,-0.715489,-0.663238,0.062921,-0.517995
299,2.491667,-0.004971,-0.698437,-0.005243,-0.715635,-0.663232,0.062872,-0.518005
300,2.500000,-0.004304,-0.698496,-0.004896,-0.715585,-0.663249,0.062837,-0.517999
301,2.508333,-0.004732,-0.698302,-0.005393,-0.715768,-0.663201,0.062909,-0.517989
302,2.516667,-0.004387,-0.698254,-0.005646,-0.715815,-0.663192,0.062949,-0.517972
303,2.525000,-0.004259,-0.698478,-0.004976,-0.715602,-0.663212,0.062969,-0.517985
304,2.533333,-0.005012,-0.698505,-0.005373,-0.715568,-0.663245,0.062959,-0.517975
305,2.541667,-0.004970,-0.698387,-0.005523,-0.715682,-0.663252,0.062878,-0.518026
306,2.550000,-0.004599,-0.698450,-0.005239,-0.715625,-0.663211,0.062905,-0.517999
307,2.558333,-0.004530,-0.698473,-0.005098,-0.715604,-0.663220,0.062958,-0.517945
308,2.566667,-0.004659,-0.698271,-0.005604,-0.715796,-0.663235,0.062893,-0.518010
309,2.575000,-0.005061,-0.698942,-0.004816,-0.715144,-0.663264,0.062895,-0.517953
310,2.583333,-0.004543,-0.698471,-0.005134,-0.715606,-0.663216,0.062933,-0.517996
311,2.591667,-0.004293,-0.698334,-0.005186,-0.715740,-0.663231,0.062852,-0.517984
312,2.600000,-0.004811,-0.698435,-0.005173,-0.715639,-0.663199,0.062948,-0.517968
313,2.608333,-0.004997,-0.698198,-0.005560,-0.715866,-0.663237,0.062908,-0.518058
314,2.616667,-0.004831,-0.698525,-0.005478,-0.715548,-0.663233,0.062940,-0.517983
315,2.625000,-0.004386,-0.698252,-0.005121,-0.715820,-0.663219,0.062852,-0.518048
316,2.633333,-0.004993,-0.698304,-0.005312,-0.715764,-0.663174,0.062938,-0.517967
317,2.641667,-0.004681,-0.698359,-0.005043,-0.715715,-0.663184,0.062894,-0.517978
318,2.650000,-0.005182,-0.698570,-0.005144,-0.715505,-0.663200,0.062925,-0.517994
319,2.658333,-0.004943,-0.698620,-0.004939,-0.715459,-0.663205,0.062978,-0.517955
320,2.666667,-0.004393,-0.698492,-0.005126,-0.715586,-0.663197,0.062911,-0.517973
321,2.675000,-0.004565,-0.698360,-0.005243,-0.715713,-0.663186,0.062897,-0.517980
322,2.683333,-0.004929,-0.698381,-0.005449,-0.715688,-0.663221,0.062963,-0.517945
323,2.691667,-0.004789,-0.698347,-0.005174,-0.715725,-0.663231,0.062946,-0.517953
324,2.700000,-0.004642,-0.698586,-0.004859,-0.715495,-0.663182,0.062907,-0.517954
325,2.708333,-0.004422,-0.698457,-0.005105,-0.715621,-0.663173,0.062879,-0.517974
326,2.716667,-0.004616,-0.698428,-0.005496,-0.715644,-0.663233,0.062893,-0.517982
327,2.725000,-0.004106,-0.698246,-0.005718,-0.715823,-0.663256,0.062829,-0.518009
328,2.733333,-0.004394,-0.698450,-0.004980,-0.715628,-0.663233,0.062911,-0.517941
329,2.741667,-0.004286,-0.698385,-0.005291,-0.715690,-0.663257,0.062845,-0.518032
330,2.750000,-0.004564,-0.698426,-0.005182,-0.715649,-0.663244,0.062885,-0.517973
331,2.758333,-0.004400,-0.698478,-0.005021,-0.715601,-0.663206,0.062896,-0.518000
332,2.766667,-0.004480,-0.698416,-0.005284,-0.715658,-0.663205,0.062957,-0.517934
333,2.775000,-0.004811,-0.698409,-0.005466,-0.715662,-0.663232,0.062875,-0.518017
334,2.783333,-0.004543,-0.698424,-0.005085,-0.715652,-0.663178,0.062921,-0.517975
335,2.791667,-0.004401,-0.698336,-0.005449,-0.715736,-0.663232,0.062871,-0.518013
336,2.800000,-0.004615,-0.698403,-0.005215,-0.715671,-0.663220,0.062864,-0.517997
337,2.808333,-0.004438,-0.698289,-0.005309,-0.715782,-0.663184,0.062894,-0.518000
338,2.816667,-0.004929,-0.698311,-0.005382,-0.715757,-0.663224,0.062942,-0.517945
339,2.825000,-0.004557,-0.698451,-0.005248,-0.715624,-0.663212,0.062952,-0.517956
340,2.833333,-0.004581,-0.698355,-0.005371,-0.715717,-0.663200,0.062899,-0.517995
341,2.841667,-0.004562,-0.698478,-0.004870,-0.715601,-0.663261,0.062850,-0.518028
342,2.850000,-0.005026,-0.698522,-0.004968,-0.715553,-0.663215,0.062951,-0.517940
343,2.858333,-0.004531,-0.698404,-0.005092,-0.715671,-0.663243,0.062899,-0.517995
344,2.866667,-0.004481,-0.698473,-0.005260,-0.715603,-0.663232,0.062859,-0.518000
345,2.875000,-0.005120,-0.698571,-0.005085,-0.715504,-0.663169,0.062983,-0.517974
346,2.883333,-0.004883,-0.698374,-0.005284,-0.715697,-0.663253,0.062929,-0.517994
347,2.891667,-0.004454,-0.698339,-0.005068,-0.715735,-0.663245,0.062861,-0.517959
348,2.900000,-0.004682,-0.698396,-0.005624,-0.715674,-0.663214,0.062894,-0.517983
349,2.908333,-0.004394,-0.698554,-0.004885,-0.715527,-0.663237,0.062837,-0.518012
350,2.916667,-0.005115,-0.698459,-0.005112,-0.715614,-0.663243,0.062938,-0.517958
351,2.925000,-0.004362,-0.698311,-0.005468,-0.715761,-0.663220,0.062832,-0.518001
352,2.933333,-0.004398,-0.698407,-0.005238,-0.715669,-0.663225,0.062841,-0.518012
353,2.941667,-0.004756,-0.698444,-0.005356,-0.715629,-0.663191,0.062903,-0.517977
354,2.950000,-0.002300,-0.698407,-0.003895,-0.715687,-0.663186,0.062586,-0.518120
355,2.958333,-0.004470,-0.698378,-0.005216,-0.715696,-0.663227,0.062861,-0.518009
356,2.966667,-0.004501,-0.698369,-0.005541,-0.715703,-0.663215,0.062888,-0.518025
357,2.975000,-0.004999,-0.698500,-0.005416,-0.715572,-0.663232,0.062923,-0.517999
358,2.983333,-0.004890,-0.698400,-0.005343,-0.715671,-0.663210,0.062940,-0.517989
359,2.991667,-0.004495,-0.698266,-0.005811,-0.715800,-0.663197,0.062885,-0.517980
360,3.000000,-0.004559,-0.698402,-0.005202,-0.715672,-0.663208,0.062942,-0.517972
361,3.008333,-0.004435,-0.698355,-0.005497,-0.715717,-0.663261,0.062909,-0.517998
362,3.016667,-0.004809,-0.698499,-0.005308,-0.715575,-0.663209,0.062924,-0.517990
363,3.025000,-0.004266,-0.698407,-0.005517,-0.715667,-0.663200,0.062920,-0.517961
364,3.033333,-0.004551,-0.698407,-0.005053,-0.715669,-0.663257,0.062897,-0.518025
365,3.041667,-0.004513,-0.698542,-0.005445,-0.715534,-0.663253,0.062874,-0.517981
366,3.050000,-0.005230,-0.698398,-0.005538,-0.715669,-0.663197,0.062917,-0.518012
367,3.058333,-0.004259,-0.698418,-0.005079,-0.715659,-0.663201,0.062915,-0.517956
368,3.066667,-0.004795,-0.698490,-0.005300,-0.715584,-0.663211,0.062910,-0.517987
369,3.075000,-0.004321,-0.698466,-0.005648,-0.715608,-0.663229,0.062850,-0.517988
370,3.083333,-0.005056,-0.698684,-0.004638,-0.715398,-0.663216,0.062893,-0.517951
371,3.091667,-0.004677,-0.698368,-0.004993,-0.715706,-0.663216,0.062877,-0.518003
372,3.100000,-0.004089,-0.698404,-0.005092,-0.715674,-0.663217,0.062915,-0.517972
373,3.108333,-0.004423,-0.698340,-0.005380,-0.715732,-0.663222,0.062937,-0.517971
374,3.116667,-0.002313,-0.698332,-0.004232,-0.715758,-0.663178,0.062612,-0.518081
375,3.125000,-0.004466,-0.698315,-0.005417,-0.715757,-0.663203,0.062930,-0.517975
376,3.133333,-0.004674,-0.698429,-0.005334,-0.715645,-0.663213,0.062919,-0.517978
377,3.141667,-0.004943,-0.698319,-0.005645,-0.715747,-0.663275,0.062929,-0.518022
378,3.150000,-0.004726,-0.698363,-0.005218,-0.715710,-0.663215,0.062966,-0.517966
379,3.158333,-0.004925,-0.698407,-0.005294,-0.715665,-0.663243,0.062885,-0.518016
380,3.166667,-0.004482,-0.698379,-0.005703,-0.715691,-0.663241,0.062869,-0.517992
381,3.175000,-0.004409,-0.698484,-0.005152,-0.715593,-0.663206,0.062902,-0.517986
382,3.183333,-0.005280,-0.698570,-0.004996,-0.715505,-0.663192,0.062961,-0.517973
383,3.191667,-0.004351,-0.698369,-0.005294,-0.715705,-0.663204,0.062918,-0.517987
384,3.200000,-0.004299,-0.698394,-0.005324,-0.715681,-0.663223,0.062899,-0.517991
385,3.208333,-0.004745,-0.698478,-0.005148,-0.715598,-0.663233,0.062878,-0.518019
386,3.216667,-0.005101,-0.698506,-0.004899,-0.715569,-0.663244,0.062940,-0.517969
387,3.225000,-0.004963,-0.698426,-0.005099,-0.715647,-0.663225,0.062922,-0.517990
388,3.233333,-0.004619,-0.698387,-0.005641,-0.715683,-0.663233,0.062905,-0.517988
389,3.241667,-0.004947,-0.698624,-0.005047,-0.715454,-0.663255,0.062933,-0.517951
390,3.250000,-0.004596,-0.698345,-0.005439,-0.715726,-0.663209,0.062897,-0.517974
391,3.258333,-0.004560,-0.698500,-0.005225,-0.715576,-0.663225,0.062897,-0.517987
392,3.266667,-0.004885,-0.698447,-0.005232,-0.715626,-0.663198,0.062969,-0.518001
393,3.275000,-0.004142,-0.698327,-0.005383,-0.715747,-0.663231,0.062888,-0.517972
394,3.283333,-0.004389,-0.698409,-0.005478,-0.715664,-0.663236,0.062919,-0.517996
395,3.291667,-0.004615,-0.698396,-0.005416,-0.715676,-0.663231,0.062893,-0.517996
396,3.300000,-0.004689,-0.698556,-0.004946,-0.715523,-0.663234,0.062890,-0.518012
397,3.308333,-0.004672,-0.698237,-0.005636,-0.715830,-0.663207,0.062927,-0.517985
398,3.316667,-0.004398,-0.698329,-0.005383,-0.715744,-0.663219,0.062864,-0.518015
399,3.325000,-0.004430,-0.698525,-0.004916,-0.715555,-0.663244,0.062886,-0.517979
400,3.333333,-0.004776,-0.698403,-0.005177,-0.715670,-0.663201,0.062915,-0.517983
401,3.341667,-0.005039,-0.698376,-0.005671,-0.715691,-0.663237,0.062935,-0.517996
402,3.350000,-0.004594,-0.698320,-0.005377,-0.715751,-0.663173,0.062952,-0.517966
403,3.358333,-0.004695,-0.698384,-0.005315,-0.715688,-0.663213,0.062941,-0.517957
404,3.366667,-0.004522,-0.698554,-0.005149,-0.715525,-0.663247,0.062871,-0.517984
405,3.375000,-0.005002,-0.698516,-0.005006,-0.715559,-0.663226,0.062872,-0.517974
406,3.383333,-0.004372,-0.698323,-0.005347,-0.715750,-0.663191,0.062935,-0.518007
407,3.391667,-0.004567,-0.698463,-0.005516,-0.715611,-0.663221,0.062975,-0.517995
408,3.400000,-0.004472,-0.698507,-0.005394,-0.715569,-0.663245,0.062942,-0.517962
409,3.408333,-0.004064,-0.698292,-0.005470,-0.715780,-0.663228,0.062802,-0.518007
410,3.416667,-0.004155,-0.698428,-0.005374,-0.715648,-0.663194,0.062848,-0.518005
411,3.425000,-0.005045,-0.698358,-0.005185,-0.715713,-0.663194,0.062941,-0.517990
412,3.433333,-0.004963,-0.698503,-0.005277,-0.715570,-0.663261,0.062956,-0.517982
413,3.441667,-0.005488,-0.698623,-0.005048,-0.715451,-0.663231,0.062940,-0.517959
414,3.450000,-0.003832,-0.698430,-0.005024,-0.715651,-0.663210,0.062803,-0.517959
415,3.458333,-0.004148,-0.698474,-0.005307,-0.715604,-0.663225,0.062809,-0.517981
416,3.466667,-0.004964,-0.698607,-0.004767,-0.715473,-0.663235,0.062880,-0.518000
417,3.475000,-0.004874,-0.698420,-0.005718,-0.715649,-0.663207,0.062974,-0.517996
418,3.483333,-0.005168,-0.698444,-0.005116,-0.715628,-0.663224,0.062991,-0.517966
419,3.491667,-0.004311,-0.698200,-0.005483,-0.715869,-0.663204,0.062908,-0.517961
420,3.500000,-0.004134,-0.698343,-0.005435,-0.715731,-0.663212,0.062754,-0.517994
421,3.508333,-0.004527,-0.698274,-0.005496,-0.715795,-0.663268,0.062800,-0.518048
422,3.516667,-0.004513,-0.698424,-0.005316,-0.715650,-0.663219,0.062927,-0.518017
423,3.525000,-0.004418,-0.698340,-0.005444,-0.715732,-0.663225,0.062940,-0.517943
424,3.533333,-0.004509,-0.698551,-0.004957,-0.715529,-0.663203,0.062850,-0.517952
425,3.541667,-0.004290,-0.698565,-0.004980,-0.715516,-0.663254,0.062756,-0.518007
426,3.550000,-0.004507,-0.698310,-0.005349,-0.715762,-0.663222,0.062838,-0.518009
427,3.558333,-0.004406,-0.698521,-0.005330,-0.715556,-0.663242,0.062877,-0.518024
428,3.566667,-0.004396,-0.698532,-0.005226,-0.715547,-0.663276,0.062904,-0.517961
429,3.575000,-0.004652,-0.698369,-0.005542,-0.715701,-0.663198,0.062881,-0.517954
430,3.583333,-0.004217,-0.698362,-0.005257,-0.715713,-0.663226,0.062808,-0.517994
431,3.591667,-0.004688,-0.698427,-0.005280,-0.715646,-0.663171,0.062887,-0.518030
432,3.600000,-0.004709,-0.698568,-0.005010,-0.715510,-0.663274,0.062872,-0.518026
433,3.608333,-0.004590,-0.698460,-0.005396,-0.715614,-0.663242,0.062885,-0.518001
434,3.616667,-0.004740,-0.698384,-0.005408,-0.715687,-0.663232,0.062840,-0.517989
435,3.625000,-0.005131,-0.698418,-0.005154,-0.715653,-0.663211,0.062875,-0.518027
436,3.633333,-0.004562,-0.698379,-0.005362,-0.715694,-0.663208,0.062754,-0.518044
437,3.641667,-0.004648,-0.698504,-0.005046,-0.715573,-0.663199,0.062887,-0.518012
438,3.650000,-0.004817,-0.698372,-0.005528,-0.715698,-0.663192,0.063020,-0.517967
439,3.658333,-0.004340,-0.698226,-0.005499,-0.715843,-0.663187,0.062970,-0.517939
440,3.666667,-0.005098,-0.698656,-0.005313,-0.715420,-0.663253,0.062834,-0.518020
441,3.675000,-0.004850,-0.698345,-0.005293,-0.715725,-0.663180,0.062842,-0.517987
442,3.683333,-0.004642,-0.698359,-0.005358,-0.715712,-0.663221,0.062849,-0.518018
443,3.691667,-0.004976,-0.698516,-0.005107,-0.715559,-0.663234,0.062980,-0.518003
444,3.700000,-0.004609,-0.698448,-0.005144,-0.715628,-0.663230,0.062939,-0.517959
445,3.708333,-0.004600,-0.698395,-0.005332,-0.715678,-0.663232,0.062864,-0.517959
446,3.716667,-0.004728,-0.698578,-0.004917,-0.715501,-0.663247,0.062789,-0.518027
447,3.725000,-0.004189,-0.698321,-0.005409,-0.715752,-0.663201,0.062846,-0.517980
448,3.733333,-0.004745,-0.698348,-0.005231,-0.715724,-0.663224,0.062934,-0.517977
449,3.741667,-0.004877,-0.698419,-0.005278,-0.715653,-0.663191,0.062990,-0.517972
450,3.750000,-0.004525,-0.698373,-0.005483,-0.715699,-0.663219,0.062922,-0.517981
451,3.758333,-0.004134,-0.698238,-0.005584,-0.715832,-0.663206,0.062846,-0.517967
452,3.766667,-0.004338,-0.698440,-0.005114,-0.715638,-0.663176,0.062851,-0.517962
453,3.775000,-0.004403,-0.698362,-0.005458,-0.715711,-0.663239,0.062880,-0.518003
454,3.783333,-0.004626,-0.698392,-0.005565,-0.715679,-0.663238,0.062944,-0.518023
455,3.791667,-0.004688,-0.698233,-0.005592,-0.715834,-0.663233,0.062938,-0.517958
456,3.800000,-0.004239,-0.698375,-0.005690,-0.715697,-0.663221,0.062798,-0.517981
457,3.808333,-0.004142,-0.698382,-0.005255,-0.715694,-0.663208,0.062826,-0.517980
458,3.816667,-0.004908,-0.698532,-0.005065,-0.715544,-0.663245,0.062885,-0.517992
459,3.825000,-0.005312,-0.698331,-0.005326,-0.715735,-0.663211,0.063045,-0.517998
460,3.833333,-0.004540,-0.698359,-0.005358,-0.715713,-0.663215,0.062893,-0.517996
461,3.841667,-0.004439,-0.698457,-0.005490,-0.715618,-0.663203,0.062848,-0.517982
462,3.850000,-0.004713,-0.698428,-0.005597,-0.715643,-0.663235,0.062868,-0.517982
463,3.858333,-0.004459,-0.698436,-0.005139,-0.715640,-0.663232,0.062801,-0.518047
464,3.866667,-0.004742,-0.698275,-0.005112,-0.715795,-0.663241,0.062956,-0.518012
465,3.875000,-0.004522,-0.698532,-0.005359,-0.715545,-0.663177,0.062989,-0.518015
466,3.883333,-0.004704,-0.698471,-0.005286,-0.715603,-0.663225,0.062907,-0.517970
467,3.891667,-0.004596,-0.698320,-0.005263,-0.715751,-0.663184,0.062882,-0.517953
468,3.900000,-0.004367,-0.698384,-0.005126,-0.715692,-0.663164,0.062866,-0.517957
469,3.908333,-0.004778,-0.698474,-0.005279,-0.715600,-0.663197,0.062958,-0.517962
470,3.916667,-0.004930,-0.698294,-0.005486,-0.715773,-0.663238,0.062961,-0.518020
471,3.925000,-0.004267,-0.698367,-0.005291,-0.715707,-0.663245,0.062905,-0.517995
472,3.933333,-0.004225,-0.698496,-0.005012,-0.715584,-0.663207,0.062854,-0.517983
473,3.941667,-0.004104,-0.698368,-0.005279,-0.715708,-0.663231,0.062814,-0.517978
474,3.950000,-0.005062,-0.698365,-0.005375,-0.715704,-0.663223,0.062927,-0.517997
475,3.958333,-0.004905,-0.698469,-0.005131,-0.715606,-0.663222,0.063000,-0.517972
476,3.966667,-0.002791,-0.698392,-0.003674,-0.715701,-0.663160,0.062707,-0.518071
477,3.975000,-0.004635,-0.698475,-0.004895,-0.715603,-0.663226,0.062923,-0.517978
478,3.983333,-0.004350,-0.698451,-0.005216,-0.715625,-0.663183,0.062870,-0.517994
479,3.991667,-0.004562,-0.698302,-0.005677,-0.715766,-0.663266,0.062826,-0.518026
480,4.000000,-0.004585,-0.698404,-0.005185,-0.715670,-0.663233,0.062899,-0.517983
481,4.008333,-0.004815,-0.698381,-0.005488,-0.715689,-0.663229,0.062942,-0.517998
482,4.016667,-0.004234,-0.698289,-0.005442,-0.715783,-0.663247,0.062833,-0.517981
483,4.025000,-0.004208,-0.698379,-0.005388,-0.715695,-0.663223,0.062846,-0.517967
484,4.033333,-0.004392,-0.698391,-0.005248,-0.715684,-0.663202,0.062853,-0.518023
485,4.041667,-0.004696,-0.698395,-0.005280,-0.715677,-0.663233,0.062927,-0.518039
486,4.050000,-0.004568,-0.698513,-0.005181,-0.715564,-0.663245,0.062885,-0.518024
487,4.058333,-0.004972,-0.698433,-0.005484,-0.715637,-0.663218,0.062940,-0.517991
488,4.066667,-0.004255,-0.698554,-0.004716,-0.715529,-0.663219,0.062868,-0.517958
489,4.075000,-0.004786,-0.698428,-0.005384,-0.715644,-0.663218,0.062897,-0.518007
490,4.083333,-0.004506,-0.698372,-0.005467,-0.715700,-0.663257,0.062920,-0.518007
491,4.091667,-0.004584,-0.698481,-0.005303,-0.715595,-0.663214,0.062906,-0.518002
492,4.100000,-0.004940,-0.698469,-0.005093,-0.715605,-0.663217,0.062899,-0.518010
493,4.108333,-0.004749,-0.698470,-0.005054,-0.715606,-0.663231,0.062861,-0.518016
494,4.116667,-0.004510,-0.698433,-0.005542,-0.715639,-0.663229,0.062883,-0.517987
495,4.125000,-0.004500,-0.698352,-0.005325,-0.715721,-0.663211,0.062899,-0.517981
496,4.133333,-0.004467,-0.698350,-0.005328,-0.715722,-0.663238,0.062902,-0.518045
497,4.141667,-0.004771,-0.698434,-0.005107,-0.715641,-0.663195,0.063002,-0.517958
498,4.150000,-0.004761,-0.698439,-0.005085,-0.715636,-0.663222,0.062929,-0.517992
499,4.158333,-0.005155,-0.698548,-0.005070,-0.715527,-0.663233,0.062883,-0.518020
500,4.166667,-0.004344,-0.698307,-0.005585,-0.715764,-0.663252,0.062840,-0.518026
501,4.175000,-0.004191,-0.698261,-0.005175,-0.715812,-0.663212,0.062898,-0.517985
502,4.183333,-0.004476,-0.698364,-0.004965,-0.715712,-0.663197,0.062954,-0.517962
503,4.191667,-0.005269,-0.698392,-0.005425,-0.715676,-0.663223,0.062946,-0.518009
504,4.200000,-0.004336,-0.698433,-0.004986,-0.715644,-0.663220,0.062875,-0.518014
505,4.208333,-0.004793,-0.698380,-0.005232,-0.715692,-0.663206,0.062919,-0.517966
506,4.216667,-0.005139,-0.698483,-0.005075,-0.715591,-0.663212,0.062890,-0.517994
507,4.225000,-0.004409,-0.698344,-0.005371,-0.715728,-0.663189,0.062969,-0.518001
508,4.233333,-0.004892,-0.698502,-0.005094,-0.715573,-0.663210,0.062900,-0.518008
509,4.241667,-0.004906,-0.698452,-0.005389,-0.715620,-0.663180,0.062958,-0.517976
510,4.250000,-0.004519,-0.698260,-0.005599,-0.715808,-0.663207,0.062920,-0.517974
511,4.258333,-0.004462,-0.698399,-0.005284,-0.715675,-0.663250,0.062864,-0.518009
512,4.266667,-0.005005,-0.698576,-0.004972,-0.715501,-0.663235,0.062957,-0.517964
513,4.275000,-0.004775,-0.698401,-0.005398,-0.715670,-0.663220,0.062937,-0.517990
514,4.283333,-0.005397,-0.698667,-0.004819,-0.715410,-0.663220,0.062951,-0.517999
515,4.291667,-0.004445,-0.698318,-0.005623,-0.715752,-0.663201,0.062900,-0.517960
516,4.300000,-0.004789,-0.698401,-0.005305,-0.715671,-0.663218,0.062927,-0.517975
517,4.308333,-0.005146,-0.698397,-0.005181,-0.715674,-0.663209,0.062953,-0.517982
518,4.316667,-0.004474,-0.698437,-0.005400,-0.715637,-0.663229,0.062978,-0.517984
519,4.325000,-0.004498,-0.698592,-0.005133,-0.715488,-0.663211,0.062904,-0.518013
520,4.333333,-0.004038,-0.698442,-0.005038,-0.715637,-0.663257,0.062850,-0.518001
521,4.341667,-0.004407,-0.698403,-0.005317,-0.715671,-0.663208,0.062900,-0.518001
522,4.350000,-0.004725,-0.698377,-0.005271,-0.715695,-0.663227,0.062920,-0.517990
523,4.358333,-0.004242,-0.698283,-0.005549,-0.715788,-0.663194,0.062874,-0.517989
524,4.366667,-0.004267,-0.698511,-0.005163,-0.715568,-0.663228,0.062876,-0.518017
525,4.375000,-0.004871,-0.698313,-0.005366,-0.715756,-0.663209,0.062952,-0.517976
526,4.383333,-0.004294,-0.698423,-0.005075,-0.715654,-0.663191,0.062904,-0.517951
